Location_ID,Location_Name_PT,ISO_3166_1,Country_Region_PT,Adm1_Name_PT,Adm2_Name_PT,Timezone,Latitude,Longitude
366E6,Quatá,BR,Brazil,São Paulo,Quatá,America/Sao_Paulo,-22.24900,-50.69800
C2287,Cardoso Moreira,BR,Brazil,Rio de Janeiro,Cardoso Moreira,America/Sao_Paulo,-21.48778,-41.61583
124F7,Vera,BR,Brazil,Mato Grosso,Vera,America/Cuiaba,-12.28400,-55.30100
7510F,Paranhos,BR,Brazil,Mato Grosso do Sul,Paranhos,America/Campo_Grande,-23.89278,-55.43083
ADE57,Piçarra,BR,Brazil,Pará,Piçarra,America/Belem,-6.43778,-48.87194
46BBB,Brejões,BR,Brazil,Bahia,Brejões,America/Bahia,-13.10389,-39.79583
27CE6,Dom Feliciano,BR,Brazil,Rio Grande do Sul,Dom Feliciano,America/Sao_Paulo,-30.70389,-52.10778
24B87,Antônio Prado,BR,Brazil,Rio Grande do Sul,Antônio Prado,America/Sao_Paulo,-28.85778,-51.28278
C96C5,Nova Timboteua,BR,Brazil,Pará,Nova Timboteua,America/Belem,-1.20583,-47.38583
CF512,Buenos Aires,BR,Brazil,Pernambuco,Buenos Aires,America/Recife,-7.72583,-35.32695
2CF91,Apuiarés,BR,Brazil,Ceará,Apuiarés,America/Fortaleza,-3.94889,-39.43195
890C9,Nova Prata do Iguaçu,BR,Brazil,Paraná,Nova Prata do Iguaçu,America/Sao_Paulo,-25.63278,-53.34694
A5762,Ribeirão do Pinhal,BR,Brazil,Paraná,Ribeirão do Pinhal,America/Sao_Paulo,-23.41667,-50.35000
7B458,Mantenópolis,BR,Brazil,Espírito Santo,Mantenópolis,America/Sao_Paulo,-18.86100,-41.11800
79489,Rodeio,BR,Brazil,Santa Catarina,Rodeio,America/Sao_Paulo,-26.92278,-49.36583
47730,Palmares do Sul,BR,Brazil,Rio Grande do Sul,Palmares do Sul,America/Sao_Paulo,-30.25778,-50.51000
7597F,Flórida Paulista,BR,Brazil,São Paulo,Flórida Paulista,America/Sao_Paulo,-21.61300,-51.16900
569E9,Buritirana,BR,Brazil,Maranhão,Buritirana,America/Fortaleza,-5.59278,-47.01778
DF7EC,Cidelândia,BR,Brazil,Maranhão,Cidelândia,America/Fortaleza,-5.17389,-47.78194
2EAA8,Boa Esperança do Sul,BR,Brazil,São Paulo,Boa Esperança do Sul,America/Sao_Paulo,-21.99200,-48.39100
C0E0B,Crissiumal,BR,Brazil,Rio Grande do Sul,Crissiumal,America/Sao_Paulo,-27.50000,-54.10083
16275,Montividiu,BR,Brazil,Goiás,Montividiu,America/Sao_Paulo,-17.44389,-51.17500
E2C21,Heliópolis,BR,Brazil,Bahia,Heliópolis,America/Bahia,-10.68278,-38.28583
B7FFF,Miranorte,BR,Brazil,Tocantins,Miranorte,America/Araguaina,-9.52889,-48.59000
8D26F,Barra de Santa Rosa,BR,Brazil,Paraíba,Barra de Santa Rosa,America/Fortaleza,-6.72000,-36.06083
9741D,Fortaleza dos Nogueiras,BR,Brazil,Maranhão,Fortaleza dos Nogueiras,America/Fortaleza,-6.96389,-46.17695
5DDA0,Marilândia,BR,Brazil,Espírito Santo,Marilândia,America/Sao_Paulo,-19.41300,-40.55100
CD97F,Palmital,BR,Brazil,Paraná,Palmital,America/Sao_Paulo,-24.89278,-52.20278
9A5BB,Lucena,BR,Brazil,Paraíba,Lucena,America/Fortaleza,-6.90000,-34.86889
47715,Presidente Jânio Quadros,BR,Brazil,Bahia,Presidente Jânio Quadros,America/Bahia,-14.68889,-41.67778
2A185,Gravatal,BR,Brazil,Santa Catarina,Gravatal,America/Sao_Paulo,-28.33083,-49.03500
BAF63,Bonito,BR,Brazil,Pará,Bonito,America/Belem,-1.36278,-47.30695
4E361,Seringueiras,BR,Brazil,Rondônia,Seringueiras,America/Porto_Velho,-11.79806,-63.03111
CB416,Nova Londrina,BR,Brazil,Paraná,Nova Londrina,America/Sao_Paulo,-22.76583,-52.98500
3A679,Joanópolis,BR,Brazil,São Paulo,Joanópolis,America/Sao_Paulo,-22.93100,-46.27300
7672B,Poço das Trincheiras,BR,Brazil,Alagoas,Poço das Trincheiras,America/Maceio,-9.31278,-37.28583
BE38A,Mar de Espanha,BR,Brazil,Minas Gerais,Mar de Espanha,America/Sao_Paulo,-21.86700,-43.00800
3DE21,Nova Crixás,BR,Brazil,Goiás,Nova Crixás,America/Sao_Paulo,-14.09889,-50.32695
2F170,Rio Casca,BR,Brazil,Minas Gerais,Rio Casca,America/Sao_Paulo,-20.22611,-42.65083
77224,Porto Murtinho,BR,Brazil,Mato Grosso do Sul,Porto Murtinho,America/Campo_Grande,-21.69889,-57.88278
E83D,Campinorte,BR,Brazil,Goiás,Campinorte,America/Sao_Paulo,-14.31389,-49.15194
BE6C1,Goiatins,BR,Brazil,Tocantins,Goiatins,America/Araguaina,-7.71000,-47.31389
E1C68,Santa Maria do Suaçuí,BR,Brazil,Minas Gerais,Santa Maria do Suaçuí,America/Sao_Paulo,-18.19200,-42.41800
9AE16,Alto do Rodrigues,BR,Brazil,Rio Grande do Norte,Alto do Rodrigues,America/Fortaleza,-5.28778,-36.76194
29A5E,Maracaí,BR,Brazil,São Paulo,Maracaí,America/Sao_Paulo,-22.61000,-50.66900
17E5B,Centro,BR,Brazil,Santa Catarina,Campo Alegre,America/Sao_Paulo,-26.19300,-49.26500
BBF80,Itapejara d'Oeste,BR,Brazil,Paraná,Itapejara d'Oeste,America/Sao_Paulo,-25.96500,-52.81583
BC8D4,Pilar,BR,Brazil,Paraíba,Pilar,America/Fortaleza,-7.26722,-35.26000
D510B,Manoel Urbano,BR,Brazil,Acre,Manoel Urbano,America/Rio_Branco,-8.83889,-69.26000
205C6,Iconha,BR,Brazil,Espírito Santo,Iconha,America/Sao_Paulo,-20.79306,-40.81111
80499,Chaval,BR,Brazil,Ceará,Chaval,America/Fortaleza,-3.03389,-41.24389
7E3EF,Dores do Indaiá,BR,Brazil,Minas Gerais,Dores do Indaiá,America/Sao_Paulo,-19.46200,-45.60300
31040,Ribeirão Claro,BR,Brazil,Paraná,Ribeirão Claro,America/Sao_Paulo,-23.19389,-49.75778
57DE6,Itaguaçu da Bahia,BR,Brazil,Bahia,Itaguaçu da Bahia,America/Bahia,-11.01195,-42.39889
A083D,Pacatuba,BR,Brazil,Sergipe,Pacatuba,America/Maceio,-10.45333,-36.65139
22298,Carnaubeira da Penha,BR,Brazil,Pernambuco,Carnaubeira da Penha,America/Recife,-8.32194,-38.74389
3FF91,Santana do Matos,BR,Brazil,Rio Grande do Norte,Santana do Matos,America/Fortaleza,-5.95778,-36.65583
BD749,Mucugê,BR,Brazil,Bahia,Mucugê,America/Bahia,-13.00500,-41.37083
B4258,Centro do Guilherme,BR,Brazil,Maranhão,Centro do Guilherme,America/Fortaleza,-2.36889,-46.00195
B68A7,Engenheiro Paulo de Frontin,BR,Brazil,Rio de Janeiro,Engenheiro Paulo de Frontin,America/Sao_Paulo,-22.55000,-43.67778
DAA52,Paranatama,BR,Brazil,Pernambuco,Paranatama,America/Recife,-8.92083,-36.65805
2E3BE,Poço Branco,BR,Brazil,Rio Grande do Norte,Poço Branco,America/Fortaleza,-5.62278,-35.66278
91763,Barra de Guabiraba,BR,Brazil,Pernambuco,Barra de Guabiraba,America/Recife,-8.42100,-35.66300
BF1F0,Piquete,BR,Brazil,São Paulo,Piquete,America/Sao_Paulo,-22.61361,-45.17611
23028,Brejinho,BR,Brazil,Rio Grande do Norte,Brejinho,America/Fortaleza,-6.19083,-35.35695
B1F0,Água Doce do Norte,BR,Brazil,Espírito Santo,Água Doce do Norte,America/Sao_Paulo,-18.54600,-40.97600
8CC4E,Itiquira,BR,Brazil,Mato Grosso,Itiquira,America/Cuiaba,-17.20889,-54.15000
E6727,Centro,BR,Brazil,Rio Grande do Sul,Cruzeiro do Sul,America/Sao_Paulo,-29.51100,-51.98800
4FE4,Rialma,BR,Brazil,Goiás,Rialma,America/Sao_Paulo,-15.31500,-49.58389
BD446,Campestre do Maranhão,BR,Brazil,Maranhão,Campestre do Maranhão,America/Fortaleza,-6.17195,-47.36389
9130E,Aragoiânia,BR,Brazil,Goiás,Aragoiânia,America/Sao_Paulo,-16.91195,-49.45083
839FD,Duartina,BR,Brazil,São Paulo,Duartina,America/Sao_Paulo,-22.41444,-49.40389
C34A8,Pendências,BR,Brazil,Rio Grande do Norte,Pendências,America/Fortaleza,-5.26000,-36.72194
A4133,Bom Retiro do Sul,BR,Brazil,Rio Grande do Sul,Bom Retiro do Sul,America/Sao_Paulo,-29.60889,-51.94278
B0314,Arara,BR,Brazil,Paraíba,Arara,America/Fortaleza,-6.82778,-35.75778
75BC8,Senador Rui Palmeira,BR,Brazil,Alagoas,Senador Rui Palmeira,America/Maceio,-9.35389,-37.50694
E4729,Cananéia,BR,Brazil,São Paulo,Cananéia,America/Sao_Paulo,-25.01700,-47.92800
AF668,Ipaumirim,BR,Brazil,Ceará,Ipaumirim,America/Fortaleza,-6.79000,-38.71889
BA155,Poranga,BR,Brazil,Ceará,Poranga,America/Fortaleza,-4.74500,-40.92584
BB2EA,Conceição do Castelo,BR,Brazil,Espírito Santo,Conceição do Castelo,America/Sao_Paulo,-20.36600,-41.24500
5137B,Engenheiro Beltrão,BR,Brazil,Paraná,Engenheiro Beltrão,America/Sao_Paulo,-23.79694,-52.26889
7C9A4,Barra do Ribeiro,BR,Brazil,Rio Grande do Sul,Barra do Ribeiro,America/Sao_Paulo,-30.29083,-51.30084
31736,São João do Caru,BR,Brazil,Maranhão,São João do Caru,America/Fortaleza,-3.55389,-46.25583
E04BC,Água Doce do Maranhão,BR,Brazil,Maranhão,Água Doce do Maranhão,America/Fortaleza,-2.84083,-42.11195
710EA,Tabocas do Brejo Velho,BR,Brazil,Bahia,Tabocas do Brejo Velho,America/Bahia,-12.70583,-44.00694
93969,Nilo Peçanha,BR,Brazil,Bahia,Nilo Peçanha,America/Bahia,-13.59889,-39.10695
26D85,Mostardas,BR,Brazil,Rio Grande do Sul,Mostardas,America/Sao_Paulo,-31.10695,-50.92083
89200,Silves,BR,Brazil,Amazonas,Silves,America/Manaus,-2.83889,-58.20917
4DC8D,Chavantes,BR,Brazil,São Paulo,Chavantes,America/Sao_Paulo,-23.03889,-49.70944
7BC00,Choró,BR,Brazil,Ceará,Choró,America/Fortaleza,-4.84278,-39.14084
B2A8B,Santa Filomena,BR,Brazil,Pernambuco,Santa Filomena,America/Recife,-8.16278,-40.61583
EC267,Lagoa do Ouro,BR,Brazil,Pernambuco,Lagoa do Ouro,America/Recife,-9.12695,-36.45889
3BE33,Bom Lugar,BR,Brazil,Maranhão,Bom Lugar,America/Fortaleza,-4.22000,-45.03889
8A383,São Francisco do Maranhão,BR,Brazil,Maranhão,São Francisco do Maranhão,America/Fortaleza,-6.25083,-42.85695
CD661,Seberi,BR,Brazil,Rio Grande do Sul,Seberi,America/Sao_Paulo,-27.47778,-53.40278
A8ABB,Porto,BR,Brazil,Piauí,Porto,America/Fortaleza,-3.89278,-42.71000
8F45,Banzaê,BR,Brazil,Bahia,Banzaê,America/Bahia,-10.57694,-38.61500
B1FF7,Arroio do Tigre,BR,Brazil,Rio Grande do Sul,Arroio do Tigre,America/Sao_Paulo,-29.33278,-53.09278
EBEC5,Pérola,BR,Brazil,Paraná,Pérola,America/Sao_Paulo,-23.80500,-53.68389
706A,Nova Laranjeiras,BR,Brazil,Paraná,Nova Laranjeiras,America/Sao_Paulo,-25.30694,-52.54083
E24BB,Dom Basílio,BR,Brazil,Bahia,Dom Basílio,America/Bahia,-13.76000,-41.77083
991B7,Joaquim Távora,BR,Brazil,Paraná,Joaquim Távora,America/Sao_Paulo,-23.49889,-49.90500
94CB2,Alto Alegre dos Parecis,BR,Brazil,Rondônia,Alto Alegre dos Parecis,America/Porto_Velho,-12.12778,-61.85083
CAE50,Ibiraçu,BR,Brazil,Espírito Santo,Ibiraçu,America/Sao_Paulo,-19.83194,-40.37000
3C869,Monte Negro,BR,Brazil,Rondônia,Monte Negro,America/Porto_Velho,-10.29444,-63.32528
17688,Mato Verde,BR,Brazil,Minas Gerais,Mato Verde,America/Sao_Paulo,-15.39722,-42.86639
9A32A,São Sebastião do Uatumã,BR,Brazil,Amazonas,São Sebastião do Uatumã,America/Manaus,-2.57194,-57.87083
B2D07,Areal,BR,Brazil,Rio de Janeiro,Areal,America/Sao_Paulo,-22.23083,-43.10584
D9C62,Governador Dix-Sept Rosado,BR,Brazil,Rio Grande do Norte,Governador Dix-Sept Rosado,America/Fortaleza,-5.45900,-37.52200
C21F1,Tomar do Geru,BR,Brazil,Sergipe,Tomar do Geru,America/Maceio,-11.37278,-37.84083
131AC,Ibaretama,BR,Brazil,Ceará,Ibaretama,America/Fortaleza,-4.80389,-38.75278
E21E2,Imaruí,BR,Brazil,Santa Catarina,Imaruí,America/Sao_Paulo,-28.34083,-48.82000
3BB24,Antônio Carlos,BR,Brazil,Santa Catarina,Antônio Carlos,America/Sao_Paulo,-27.51694,-48.76750
CEC95,Paulista,BR,Brazil,Paraíba,Paulista,America/Fortaleza,-6.59389,-37.62417
ED1B6,Licínio de Almeida,BR,Brazil,Bahia,Licínio de Almeida,America/Bahia,-14.68195,-42.50778
3957B,Luiz Alves,BR,Brazil,Santa Catarina,Luiz Alves,America/Sao_Paulo,-26.72083,-48.93278
B23EB,São João,BR,Brazil,Paraná,São João,America/Sao_Paulo,-25.82778,-52.72500
73B2B,Jardim Alegre,BR,Brazil,Paraná,Jardim Alegre,America/Sao_Paulo,-24.17889,-51.69194
25CFC,Brotas de Macaúbas,BR,Brazil,Bahia,Brotas de Macaúbas,America/Bahia,-11.99889,-42.62583
EF2F7,Axixá,BR,Brazil,Maranhão,Axixá,America/Fortaleza,-2.83694,-44.05278
35615,Jerônimo Monteiro,BR,Brazil,Espírito Santo,Jerônimo Monteiro,America/Sao_Paulo,-20.79800,-41.40300
C412,Angicos,BR,Brazil,Rio Grande do Norte,Angicos,America/Fortaleza,-5.66583,-36.60083
DF081,Betânia,BR,Brazil,Pernambuco,Betânia,America/Recife,-8.27667,-38.03389
59477,Jucati,BR,Brazil,Pernambuco,Jucati,America/Recife,-8.70583,-36.48889
C1D56,Edéia,BR,Brazil,Goiás,Edéia,America/Sao_Paulo,-17.33889,-49.93083
2AA74,Itaipulândia,BR,Brazil,Paraná,Itaipulândia,America/Sao_Paulo,-25.13694,-54.30195
84AA9,Jataizinho,BR,Brazil,Paraná,Jataizinho,America/Sao_Paulo,-23.25389,-50.98000
54EA2,Ibicuitinga,BR,Brazil,Ceará,Ibicuitinga,America/Fortaleza,-4.97389,-38.63889
79A9E,Jardim do Seridó,BR,Brazil,Rio Grande do Norte,Jardim do Seridó,America/Fortaleza,-6.58389,-36.77389
17497,Araçás,BR,Brazil,Bahia,Araçás,America/Bahia,-12.22000,-38.20278
A5BC8,Bela Vista do Maranhão,BR,Brazil,Maranhão,Bela Vista do Maranhão,America/Fortaleza,-3.73083,-45.31500
60229,Ipaporanga,BR,Brazil,Ceará,Ipaporanga,America/Fortaleza,-4.90000,-40.75889
A21AB,Santa Cruz da Baixa Verde,BR,Brazil,Pernambuco,Santa Cruz da Baixa Verde,America/Recife,-7.82083,-38.15278
EB3D7,Vitória do Jari,BR,Brazil,Amapá,Vitória do Jari,America/Belem,-0.93778,-52.42389
1DF83,Piranhas,BR,Brazil,Goiás,Piranhas,America/Sao_Paulo,-16.42695,-51.82195
ED5C3,Ielmo Marinho,BR,Brazil,Rio Grande do Norte,Ielmo Marinho,America/Fortaleza,-5.82389,-35.55278
AEC13,Quatipuru,BR,Brazil,Pará,Quatipuru,America/Belem,-0.90083,-47.00583
9700C,Loreto,BR,Brazil,Maranhão,Loreto,America/Fortaleza,-7.08389,-45.14084
951AE,Saubara,BR,Brazil,Bahia,Saubara,America/Bahia,-12.73778,-38.76889
4174B,Brasilândia,BR,Brazil,Mato Grosso do Sul,Brasilândia,America/Campo_Grande,-21.24700,-52.03600
C6603,Bernardino de Campos,BR,Brazil,São Paulo,Bernardino de Campos,America/Sao_Paulo,-23.01306,-49.47417
DF0FE,Xexéu,BR,Brazil,Pernambuco,Xexéu,America/Recife,-8.80195,-35.62695
8D13C,Cachoeira Alta,BR,Brazil,Goiás,Cachoeira Alta,America/Sao_Paulo,-18.76278,-50.94194
948B0,Nova Canaã do Norte,BR,Brazil,Mato Grosso,Nova Canaã do Norte,America/Cuiaba,-10.55778,-55.95278
5D83A,Lagoa Grande do Maranhão,BR,Brazil,Maranhão,Lagoa Grande do Maranhão,America/Fortaleza,-4.81278,-45.33000
D4E52,Taipu,BR,Brazil,Rio Grande do Norte,Taipu,America/Fortaleza,-5.62194,-35.59694
80DF6,Salgado de São Félix,BR,Brazil,Paraíba,Salgado de São Félix,America/Fortaleza,-7.35695,-35.44083
87E9D,Montanhas,BR,Brazil,Rio Grande do Norte,Montanhas,America/Fortaleza,-6.48583,-35.28778
A4583,Itamarati,BR,Brazil,Amazonas,Itamarati,America/Manaus,-6.42500,-68.25278
C1E38,Malhador,BR,Brazil,Sergipe,Malhador,America/Maceio,-10.65778,-37.30500
2A3E9,Caroebe,BR,Brazil,Roraima,Caroebe,America/Boa_Vista,0.88389,-59.69584
23083,Capinzal do Norte,BR,Brazil,Maranhão,Capinzal do Norte,America/Fortaleza,-4.72778,-44.32695
A5EA2,Alcântaras,BR,Brazil,Ceará,Alcântaras,America/Fortaleza,-3.58889,-40.54583
8C078,Cidade Gaúcha,BR,Brazil,Paraná,Cidade Gaúcha,America/Sao_Paulo,-23.38000,-52.94500
77C65,Santa Fé,BR,Brazil,Paraná,Santa Fé,America/Sao_Paulo,-23.03778,-51.80500
B2FB,Florestópolis,BR,Brazil,Paraná,Florestópolis,America/Sao_Paulo,-22.86278,-51.38694
10349,Juscimeira,BR,Brazil,Mato Grosso,Juscimeira,America/Cuiaba,-16.05083,-54.88389
20CB4,Eldorado,BR,Brazil,Mato Grosso do Sul,Eldorado,America/Campo_Grande,-23.78695,-54.28389
1DB2E,Presidente Juscelino,BR,Brazil,Maranhão,Presidente Juscelino,America/Fortaleza,-2.92778,-44.06500
15209,Lebon Régis,BR,Brazil,Santa Catarina,Lebon Régis,America/Sao_Paulo,-26.92889,-50.69500
1CCD7,Laranja da Terra,BR,Brazil,Espírito Santo,Laranja da Terra,America/Sao_Paulo,-19.89889,-41.05695
9E198,Curimatá,BR,Brazil,Piauí,Curimatá,America/Fortaleza,-10.03583,-44.30583
8141D,Santana do Mundaú,BR,Brazil,Alagoas,Santana do Mundaú,America/Maceio,-9.16500,-36.22500
9E6E,Lima Campos,BR,Brazil,Maranhão,Lima Campos,America/Fortaleza,-4.52000,-44.46695
5D23,Alto Taquari,BR,Brazil,Mato Grosso,Alto Taquari,America/Cuiaba,-17.82583,-53.28194
338C8,Pimenteiras,BR,Brazil,Piauí,Pimenteiras,America/Fortaleza,-6.24500,-41.41889
3C168,Novo Horizonte,BR,Brazil,Bahia,Novo Horizonte,America/Bahia,-12.80778,-42.16778
333D6,Caetanos,BR,Brazil,Bahia,Caetanos,America/Bahia,-14.33778,-40.91000
D2FA2,Cardoso,BR,Brazil,São Paulo,Cardoso,America/Sao_Paulo,-20.08194,-49.91417
8D079,Antônio Cardoso,BR,Brazil,Bahia,Antônio Cardoso,America/Bahia,-12.43500,-39.12000
14FFE,Mortugaba,BR,Brazil,Bahia,Mortugaba,America/Bahia,-15.02278,-42.36778
944CF,Agrolândia,BR,Brazil,Santa Catarina,Agrolândia,America/Sao_Paulo,-27.41195,-49.82583
871F0,Faxinal dos Guedes,BR,Brazil,Santa Catarina,Faxinal dos Guedes,America/Sao_Paulo,-26.85278,-52.26000
C5DBF,Ararendá,BR,Brazil,Ceará,Ararendá,America/Fortaleza,-4.75278,-40.83278
521E3,Rio Novo do Sul,BR,Brazil,Espírito Santo,Rio Novo do Sul,America/Sao_Paulo,-20.86250,-40.93639
6E718,Dois Irmãos do Buriti,BR,Brazil,Mato Grosso do Sul,Dois Irmãos do Buriti,America/Campo_Grande,-20.68000,-55.29583
6990E,Milagres,BR,Brazil,Bahia,Milagres,America/Bahia,-12.87000,-39.85889
58D74,Anguera,BR,Brazil,Bahia,Anguera,America/Bahia,-12.15083,-39.24583
24BD0,Porecatu,BR,Brazil,Paraná,Porecatu,America/Sao_Paulo,-22.75583,-51.37889
6A9B2,Piraí do Norte,BR,Brazil,Bahia,Piraí do Norte,America/Bahia,-13.76195,-39.37889
14C14,Aratuba,BR,Brazil,Ceará,Aratuba,America/Fortaleza,-4.41778,-39.04500
A930,Bom Jesus,BR,Brazil,Rio Grande do Sul,Bom Jesus,America/Sao_Paulo,-28.66778,-50.41694
F308B,Machados,BR,Brazil,Pernambuco,Machados,America/Recife,-7.68583,-35.51500
D6A07,Calçado,BR,Brazil,Pernambuco,Calçado,America/Recife,-8.74194,-36.33389
631C1,Governador Lindenberg,BR,Brazil,Espírito Santo,Governador Lindenberg,America/Sao_Paulo,-19.25300,-40.45800
30EF3,Capela de Santana,BR,Brazil,Rio Grande do Sul,Capela de Santana,America/Sao_Paulo,-29.70000,-51.32500
975ED,Marcelândia,BR,Brazil,Mato Grosso,Marcelândia,America/Cuiaba,-11.13278,-54.59694
77038,Aperibé,BR,Brazil,Rio de Janeiro,Aperibé,America/Sao_Paulo,-21.62083,-42.10278
5370,Pacoti,BR,Brazil,Ceará,Pacoti,America/Fortaleza,-4.22500,-38.92278
CB1C7,Floresta Azul,BR,Brazil,Bahia,Floresta Azul,America/Bahia,-14.86000,-39.66000
2A788,Passa-e-Fica,BR,Brazil,Rio Grande do Norte,Passa-e-Fica,America/Fortaleza,-6.43583,-35.64278
BDB92,Botuporã,BR,Brazil,Bahia,Botuporã,America/Bahia,-13.38195,-42.52278
938AF,Amaturá,BR,Brazil,Amazonas,Amaturá,America/Manaus,-3.36389,-68.19778
DFE02,Aurelino Leal,BR,Brazil,Bahia,Aurelino Leal,America/Bahia,-14.31694,-39.32695
DB245,Arroio do Sal,BR,Brazil,Rio Grande do Sul,Arroio do Sal,America/Sao_Paulo,-29.55083,-49.88889
570E0,Pinheiro Machado,BR,Brazil,Rio Grande do Sul,Pinheiro Machado,America/Sao_Paulo,-31.57778,-53.38083
A6EA5,Calçoene,BR,Brazil,Amapá,Calçoene,America/Belem,2.49778,-50.94889
63767,Urupá,BR,Brazil,Rondônia,Urupá,America/Porto_Velho,-11.14056,-62.36083
3B164,Alto Parnaíba,BR,Brazil,Maranhão,Alto Parnaíba,America/Fortaleza,-9.11083,-45.93000
E735E,Araguanã,BR,Brazil,Maranhão,Araguanã,America/Fortaleza,-2.95278,-45.66500
914F9,Duas Barras,BR,Brazil,Rio de Janeiro,Duas Barras,America/Sao_Paulo,-22.05083,-42.52195
95436,Quilombo,BR,Brazil,Santa Catarina,Quilombo,America/Sao_Paulo,-26.74000,-52.72800
B5471,Roncador,BR,Brazil,Paraná,Roncador,America/Sao_Paulo,-24.60278,-52.27500
1F236,São José do Calçado,BR,Brazil,Espírito Santo,São José do Calçado,America/Sao_Paulo,-21.02600,-41.65600
B4626,São Sebastião de Lagoa de Roça,BR,Brazil,Paraíba,São Sebastião de Lagoa de Roça,America/Fortaleza,-7.08278,-35.83500
A16E0,Capitão de Campos,BR,Brazil,Piauí,Capitão de Campos,America/Fortaleza,-4.45694,-41.94389
1FD73,Recreio,BR,Brazil,Minas Gerais,Recreio,America/Sao_Paulo,-21.52500,-42.46917
B968C,São José do Campestre,BR,Brazil,Rio Grande do Norte,São José do Campestre,America/Fortaleza,-6.31583,-35.71389
ED761,Sítio Novo do Tocantins,BR,Brazil,Tocantins,Sítio Novo do Tocantins,America/Araguaina,-5.60083,-47.63778
4AC1B,Primavera,BR,Brazil,Pará,Primavera,America/Belem,-0.94278,-47.11583
BD910,Cerro Corá,BR,Brazil,Rio Grande do Norte,Cerro Corá,America/Fortaleza,-6.04583,-36.34583
4D53B,Fagundes,BR,Brazil,Paraíba,Fagundes,America/Fortaleza,-7.35500,-35.77500
8B6DC,Cacequi,BR,Brazil,Rio Grande do Sul,Cacequi,America/Sao_Paulo,-29.88389,-54.82500
51898,Groaíras,BR,Brazil,Ceará,Groaíras,America/Fortaleza,-3.91278,-40.38278
260C4,Missal,BR,Brazil,Paraná,Missal,America/Sao_Paulo,-25.09194,-54.24778
2B7D6,Quebrangulo,BR,Brazil,Alagoas,Quebrangulo,America/Maceio,-9.31889,-36.47083
A6F06,Gararu,BR,Brazil,Sergipe,Gararu,America/Maceio,-9.96778,-37.08278
8490C,Peri Mirim,BR,Brazil,Maranhão,Peri Mirim,America/Fortaleza,-2.57778,-44.85389
C78E9,São Roque do Canaã,BR,Brazil,Espírito Santo,São Roque do Canaã,America/Sao_Paulo,-19.72500,-40.64300
813A0,Porto Walter,BR,Brazil,Acre,Porto Walter,America/Rio_Branco,-8.26889,-72.74389
C69FA,Moita Bonita,BR,Brazil,Sergipe,Moita Bonita,America/Maceio,-10.57778,-37.34278
13D43,Gentio do Ouro,BR,Brazil,Bahia,Gentio do Ouro,America/Bahia,-11.42889,-42.50583
49E98,Sete Quedas,BR,Brazil,Mato Grosso do Sul,Sete Quedas,America/Campo_Grande,-23.97000,-55.03583
62117,Martinópole,BR,Brazil,Ceará,Martinópole,America/Fortaleza,-3.22583,-40.69695
6AF47,Santo Amaro das Brotas,BR,Brazil,Sergipe,Santo Amaro das Brotas,America/Maceio,-10.78889,-37.05389
9F33A,Antônio Gonçalves,BR,Brazil,Bahia,Antônio Gonçalves,America/Bahia,-10.57278,-40.27389
EA5F4,Floresta,BR,Brazil,Paraná,Floresta,America/Sao_Paulo,-23.59889,-52.08083
489D9,Patu,BR,Brazil,Rio Grande do Norte,Patu,America/Fortaleza,-6.11000,-37.63667
E2744,Céu Azul,BR,Brazil,Paraná,Céu Azul,America/Sao_Paulo,-25.14694,-53.84889
9AD07,Itiruçu,BR,Brazil,Bahia,Itiruçu,America/Bahia,-13.53194,-40.15000
E25DC,Três Cachoeiras,BR,Brazil,Rio Grande do Sul,Três Cachoeiras,America/Sao_Paulo,-29.45583,-49.92389
8B974,Sairé,BR,Brazil,Pernambuco,Sairé,America/Recife,-8.32778,-35.70583
50472,Gilbués,BR,Brazil,Piauí,Gilbués,America/Fortaleza,-9.83194,-45.34389
BEDDC,Três Barras do Paraná,BR,Brazil,Paraná,Três Barras do Paraná,America/Sao_Paulo,-25.41889,-53.18083
609A6,Cunha Porã,BR,Brazil,Santa Catarina,Cunha Porã,America/Sao_Paulo,-26.89389,-53.16778
66054,Fernando Falcão,BR,Brazil,Maranhão,Fernando Falcão,America/Fortaleza,-6.15195,-44.89278
BD154,Bueno Brandão,BR,Brazil,Minas Gerais,Bueno Brandão,America/Sao_Paulo,-22.43600,-46.35300
1F2E7,Lençóis,BR,Brazil,Bahia,Lençóis,America/Bahia,-12.56278,-41.39000
E5340,Juruá,BR,Brazil,Amazonas,Juruá,America/Manaus,-3.48083,-66.06889
1D4A2,Tacuru,BR,Brazil,Mato Grosso do Sul,Tacuru,America/Campo_Grande,-23.63500,-55.02000
C52E5,Moreira Sales,BR,Brazil,Paraná,Moreira Sales,America/Sao_Paulo,-24.06195,-53.00694
16EC,Serra Caiada,BR,Brazil,Rio Grande do Norte,Serra Caiada,America/Fortaleza,-6.10583,-35.71278
CD001,São Félix,BR,Brazil,Bahia,São Félix,America/Bahia,-12.60500,-38.97194
A5C8F,Afonso Bezerra,BR,Brazil,Rio Grande do Norte,Afonso Bezerra,America/Fortaleza,-5.49778,-36.50583
C8748,Novo Triunfo,BR,Brazil,Bahia,Novo Triunfo,America/Bahia,-10.31694,-38.40583
59843,Rio dos Cedros,BR,Brazil,Santa Catarina,Rio dos Cedros,America/Sao_Paulo,-26.73778,-49.27389
