Location_ID,Location_Name_PT,ISO_3166_1,Country_Region_PT,Adm1_Name_PT,Adm2_Name_PT,Timezone,Latitude,Longitude
86E75,Guarulhos,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.46900,-46.53100
36DD2,Porto Alegre,BR,Brazil,Rio Grande do Sul,Porto Alegre,America/Sao_Paulo,-30.03278,-51.23000
5DF18,Belo Horizonte,BR,Brazil,Minas Gerais,Belo Horizonte,America/Sao_Paulo,-19.89167,-43.94778
9F6B7,Belém,BR,Brazil,Pará,Belém,America/Belem,-1.45583,-48.50389
B8E9C,Goiânia,BR,Brazil,Goiás,Goiânia,America/Sao_Paulo,-16.67889,-49.25389
954A3,Salvador,BR,Brazil,Bahia,Salvador,America/Bahia,-12.97083,-38.51083
A0A93,Recife,BR,Brazil,Pernambuco,Recife,America/Recife,-8.05389,-34.88083
52CAE,Maceió,BR,Brazil,Alagoas,Maceió,America/Maceio,-9.66583,-35.73500
BC392,Campo Grande,BR,Brazil,Mato Grosso do Sul,Campo Grande,America/Campo_Grande,-20.45800,-54.61600
792,Curitiba,BR,Brazil,Paraná,Curitiba,America/Sao_Paulo,-25.42972,-49.27195
A3CED,Fortaleza,BR,Brazil,Ceará,Fortaleza,America/Fortaleza,-3.78139,-38.58889
26497,Manaus,BR,Brazil,Amazonas,Manaus,America/Manaus,-3.13500,-60.02300
820C6,São Gonçalo,BR,Brazil,Rio de Janeiro,São Gonçalo,America/Sao_Paulo,-22.82694,-43.05389
E67F8,Campinas,BR,Brazil,São Paulo,Campinas,America/Sao_Paulo,-22.90700,-47.06000
D1670,Teresina,BR,Brazil,Piauí,Teresina,America/Fortaleza,-5.09490,-42.80420
22947,São Luís,BR,Brazil,Maranhão,São Luís,America/Fortaleza,-2.53000,-44.30278
11188,Rio de Janeiro,BR,Brazil,Rio de Janeiro,Rio de Janeiro,America/Sao_Paulo,-22.90833,-43.19639
89E06,Brasília,BR,Brazil,Distrito Federal,Brasília,America/Sao_Paulo,-15.79389,-47.88278
401A1,João Pessoa,BR,Brazil,Paraíba,João Pessoa,America/Fortaleza,-7.08333,-34.83333
A12E,São Paulo,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.55039,-46.63395
7B62D,Natal,BR,Brazil,Rio Grande do Norte,Natal,America/Fortaleza,-5.75100,-35.25200
2B9F1,Santo André,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.65800,-46.53100
F0D1C,São Bernardo do Campo,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.71000,-46.55000
6706F,Duque de Caxias,BR,Brazil,Rio de Janeiro,Duque de Caxias,America/Sao_Paulo,-22.78583,-43.31194
8B0A0,Nova Iguaçu,BR,Brazil,Rio de Janeiro,Nova Iguaçu,America/Sao_Paulo,-22.75889,-43.45083
6A127,Osasco,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.53250,-46.79167
95901,Uberlândia,BR,Brazil,Minas Gerais,Uberlândia,America/Sao_Paulo,-18.91900,-48.27800
208DD,Sorocaba,BR,Brazil,São Paulo,Sorocaba,America/Sao_Paulo,-23.49900,-47.45800
C9C9E,Aracaju,BR,Brazil,Sergipe,Aracaju,America/Maceio,-10.90700,-37.04800
98F22,Joinville,BR,Brazil,Santa Catarina,Joinville,America/Sao_Paulo,-26.30389,-48.84583
4C11E,Jaboatão dos Guararapes,BR,Brazil,Pernambuco,Jaboatão dos Guararapes,America/Recife,-8.11278,-35.01500
B2EBE,Feira de Santana,BR,Brazil,Bahia,Feira de Santana,America/Bahia,-12.26695,-38.96695
C6AE3,Florianópolis,BR,Brazil,Santa Catarina,Florianópolis,America/Sao_Paulo,-27.59328,-48.55305
943E3,Contagem,BR,Brazil,Minas Gerais,Belo Horizonte,America/Sao_Paulo,-19.94300,-44.06600
C7601,São José dos Campos,BR,Brazil,São Paulo,São José dos Campos,America/Sao_Paulo,-23.18400,-45.88400
56C8B,Cuiabá,BR,Brazil,Mato Grosso,Cuiabá,America/Cuiaba,-15.59583,-56.09694
B61D3,Londrina,BR,Brazil,Paraná,Londrina,America/Sao_Paulo,-23.31000,-51.16278
286B,Ribeirão Preto,BR,Brazil,São Paulo,Ribeirão Preto,America/Sao_Paulo,-21.18500,-47.80500
3DE90,Serra,BR,Brazil,Espírito Santo,Serra,America/Sao_Paulo,-20.12889,-40.30778
884C1,Juiz de Fora,BR,Brazil,Minas Gerais,Juiz de Fora,America/Sao_Paulo,-21.76100,-43.34900
AFAF8,Campos dos Goytacazes,BR,Brazil,Rio de Janeiro,Campos dos Goytacazes,America/Sao_Paulo,-21.75200,-41.33000
C9395,Aparecida de Goiânia,BR,Brazil,Goiás,Aparecida de Goiânia,America/Sao_Paulo,-16.82195,-49.24500
8B9F8,Belford Roxo,BR,Brazil,Rio de Janeiro,Belford Roxo,America/Sao_Paulo,-22.76389,-43.39889
2E607,Ananindeua,BR,Brazil,Pará,Ananindeua,America/Belem,-1.36556,-48.37222
11505,Niterói,BR,Brazil,Rio de Janeiro,Niterói,America/Sao_Paulo,-22.88333,-43.10361
7A3AB,Porto Velho,BR,Brazil,Rondônia,Porto Velho,America/Porto_Velho,-8.76195,-63.90389
1B326,Macapá,BR,Brazil,Amapá,Macapá,America/Belem,0.03296,-51.06531
5B18C,Vila Velha,BR,Brazil,Espírito Santo,Vila Velha,America/Sao_Paulo,-20.33639,-40.29361
C8464,São José do Rio Preto,BR,Brazil,São Paulo,São José do Rio Preto,America/Sao_Paulo,-20.81300,-49.38100
A4E72,Caxias do Sul,BR,Brazil,Rio Grande do Sul,Caxias do Sul,America/Sao_Paulo,-29.16778,-51.17889
90C65,Jundiaí,BR,Brazil,São Paulo,Jundiaí,America/Sao_Paulo,-23.18800,-46.88500
E300B,Caruaru,BR,Brazil,Pernambuco,Caruaru,America/Recife,-8.28600,-35.96700
BD214,Anápolis,BR,Brazil,Goiás,Anápolis,America/Sao_Paulo,-16.32694,-48.95278
E8D9F,Petrolina,BR,Brazil,Pernambuco,Petrolina,America/Recife,-9.39278,-40.50778
9032C,Maringá,BR,Brazil,Paraná,Maringá,America/Sao_Paulo,-23.42500,-51.93889
86F6D,Mogi das Cruzes,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.52278,-46.18833
A4579,Piracicaba,BR,Brazil,São Paulo,Piracicaba,America/Sao_Paulo,-22.72400,-47.64700
DFAFF,Boa Vista,BR,Brazil,Roraima,Boa Vista,America/Boa_Vista,2.82000,-60.67194
180F3,São João de Meriti,BR,Brazil,Rio de Janeiro,São João de Meriti,America/Sao_Paulo,-22.80389,-43.37194
7A0B2,Santos,BR,Brazil,São Paulo,Santos,America/Sao_Paulo,-23.93400,-46.33100
4D50E,Montes Claros,BR,Brazil,Minas Gerais,Montes Claros,America/Sao_Paulo,-16.72300,-43.86500
18DD,Itaquaquecetuba,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.48611,-46.34833
5F687,Diadema,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.68611,-46.62278
A5A0A,Campina Grande,BR,Brazil,Paraíba,Campina Grande,America/Fortaleza,-7.23056,-35.88111
B7604,Mauá,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.66900,-46.45800
23CAB,Bauru,BR,Brazil,São Paulo,Bauru,America/Sao_Paulo,-22.32500,-49.08300
17E26,Vitória da Conquista,BR,Brazil,Bahia,Vitória da Conquista,America/Bahia,-14.86583,-40.83889
9961B,Rio Branco,BR,Brazil,Acre,Rio Branco,America/Rio_Branco,-9.97806,-67.81167
A82A3,Cariacica,BR,Brazil,Espírito Santo,Cariacica,America/Sao_Paulo,-20.26389,-40.42000
8FCC2,Caucaia,BR,Brazil,Ceará,Caucaia,America/Fortaleza,-3.73278,-38.65583
6F061,Blumenau,BR,Brazil,Santa Catarina,Blumenau,America/Sao_Paulo,-26.91889,-49.06583
30B9,Praia Grande,BR,Brazil,São Paulo,Praia Grande,America/Sao_Paulo,-24.00300,-46.41200
7DF36,Olinda,BR,Brazil,Pernambuco,Olinda,America/Recife,-8.00889,-34.85500
D6100,Franca,BR,Brazil,São Paulo,Franca,America/Sao_Paulo,-20.53600,-47.40200
569E1,Cascavel,BR,Brazil,Paraná,Cascavel,America/Sao_Paulo,-24.95583,-53.45500
5B78B,Santarém,BR,Brazil,Pará,Santarém,America/Santarem,-2.44278,-54.70778
91786,Ponta Grossa,BR,Brazil,Paraná,Ponta Grossa,America/Sao_Paulo,-25.09500,-50.16195
A35A0,Canoas,BR,Brazil,Rio Grande do Sul,Canoas,America/Sao_Paulo,-29.91900,-51.18100
56607,Uberaba,BR,Brazil,Minas Gerais,Uberaba,America/Sao_Paulo,-19.75100,-47.93700
666F5,Barueri,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.51056,-46.87611
104CE,Taubaté,BR,Brazil,São Paulo,Taubaté,America/Sao_Paulo,-23.02700,-45.55700
7DD66,Ribeirão das Neves,BR,Brazil,Minas Gerais,Ribeirão das Neves,America/Sao_Paulo,-19.76600,-44.08600
EDA02,São José dos Pinhais,BR,Brazil,Paraná,São José dos Pinhais,America/Sao_Paulo,-25.53500,-49.20583
B7729,Palmas,BR,Brazil,Tocantins,Palmas,America/Araguaina,-10.21278,-48.36028
65C22,Vitória,BR,Brazil,Espírito Santo,Vitória,America/Sao_Paulo,-20.31889,-40.33778
8010F,Pelotas,BR,Brazil,Rio Grande do Sul,Pelotas,America/Sao_Paulo,-31.77194,-52.34278
A6BC9,Paulista,BR,Brazil,Pernambuco,Paulista,America/Recife,-7.94083,-34.87278
407A5,Camaçari,BR,Brazil,Bahia,Camaçari,America/Bahia,-12.69778,-38.32389
65AFE,Várzea Grande,BR,Brazil,Mato Grosso,Várzea Grande,America/Cuiaba,-15.65800,-56.14500
19328,Suzano,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.54250,-46.31083
D9E13,Juazeiro do Norte,BR,Brazil,Ceará,Juazeiro do Norte,America/Fortaleza,-7.21278,-39.31500
99465,Parauapebas,BR,Brazil,Pará,Parauapebas,America/Belem,-6.06778,-49.90194
20F31,Limeira,BR,Brazil,São Paulo,Limeira,America/Sao_Paulo,-22.56472,-47.40167
96311,Guarujá,BR,Brazil,São Paulo,Guarujá,America/Sao_Paulo,-23.99500,-46.24900
BB1AA,Petrópolis,BR,Brazil,Rio de Janeiro,Petrópolis,America/Sao_Paulo,-22.50500,-43.17889
41F88,São José,BR,Brazil,Santa Catarina,Barreiros,America/Sao_Paulo,-27.59000,-48.61600
CFD4C,Foz do Iguaçu,BR,Brazil,Paraná,Foz do Iguaçu,America/Sao_Paulo,-25.54778,-54.58778
4282C,Volta Redonda,BR,Brazil,Rio de Janeiro,Volta Redonda,America/Sao_Paulo,-22.52306,-44.10417
24049,Governador Valadares,BR,Brazil,Minas Gerais,Governador Valadares,America/Sao_Paulo,-18.85300,-41.94700
4D4B7,Marabá,BR,Brazil,Pará,Marabá,America/Belem,-5.36889,-49.11778
B985E,Dourados,BR,Brazil,Mato Grosso do Sul,Dourados,America/Campo_Grande,-22.22083,-54.80583
80293,Mossoró,BR,Brazil,Rio Grande do Norte,Mossoró,America/Fortaleza,-5.18778,-37.34389
23BE8,Sumaré,BR,Brazil,São Paulo,Sumaré,America/Sao_Paulo,-22.82200,-47.26600
99E8B,Itajaí,BR,Brazil,Santa Catarina,Itajaí,America/Sao_Paulo,-26.90778,-48.66195
4D327,Cotia,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.60400,-46.93200
EA535,Parnamirim,BR,Brazil,Rio Grande do Norte,Parnamirim,America/Fortaleza,-5.91583,-35.26278
772F5,Santa Maria,BR,Brazil,Rio Grande do Sul,Santa Maria,America/Sao_Paulo,-29.68389,-53.80695
F4069,Gravataí,BR,Brazil,Rio Grande do Sul,Gravataí,America/Sao_Paulo,-29.94333,-50.99389
95A92,São José de Ribamar,BR,Brazil,Maranhão,São José de Ribamar,America/Fortaleza,-2.56194,-44.05389
C9F1B,Rondonópolis,BR,Brazil,Mato Grosso,Rondonópolis,America/Cuiaba,-16.47083,-54.63583
F19A4,Imperatriz,BR,Brazil,Maranhão,Imperatriz,America/Fortaleza,-5.52583,-47.47583
1FDAD,Indaiatuba,BR,Brazil,São Paulo,Indaiatuba,America/Sao_Paulo,-23.08200,-47.21200
38706,São Carlos,BR,Brazil,São Paulo,São Carlos,America/Sao_Paulo,-22.01600,-47.88900
3B8A3,Chapecó,BR,Brazil,Santa Catarina,Chapecó,America/Sao_Paulo,-27.09583,-52.61778
A1BF2,Macaé,BR,Brazil,Rio de Janeiro,Macaé,America/Sao_Paulo,-22.37083,-41.78695
390A2,Juazeiro,BR,Brazil,Bahia,Juazeiro,America/Bahia,-9.41389,-40.50278
B5BA3,Palhoça,BR,Brazil,Santa Catarina,Palhoça,America/Sao_Paulo,-27.64444,-48.66778
3A92D,Americana,BR,Brazil,São Paulo,Americana,America/Sao_Paulo,-22.73917,-47.33139
D3E2A,Sete Lagoas,BR,Brazil,Minas Gerais,Sete Lagoas,America/Sao_Paulo,-19.45800,-44.24000
BA81F,Magé,BR,Brazil,Rio de Janeiro,Magé,America/Sao_Paulo,-22.65278,-43.04083
9A7F4,Divinópolis,BR,Brazil,Minas Gerais,Divinópolis,America/Sao_Paulo,-20.14200,-44.89400
A5F70,Marília,BR,Brazil,São Paulo,Marília,America/Sao_Paulo,-22.21500,-49.95200
1B047,Itapevi,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.54889,-46.93417
D1516,Colombo,BR,Brazil,Paraná,Colombo,America/Sao_Paulo,-25.29195,-49.22389
A4B61,Rio Verde,BR,Brazil,Goiás,Rio Verde,America/Sao_Paulo,-17.79778,-50.92778
1890E,Maracanaú,BR,Brazil,Ceará,Maracanaú,America/Fortaleza,-3.87695,-38.62583
58D17,Arapiraca,BR,Brazil,Alagoas,Arapiraca,America/Maceio,-9.75600,-36.65700
5D855,Itaboraí,BR,Brazil,Rio de Janeiro,Itaboraí,America/Sao_Paulo,-22.74750,-42.85584
B9161,Águas Lindas de Goiás,BR,Brazil,Goiás,Águas Lindas de Goiás,America/Sao_Paulo,-15.76195,-48.28194
C6370,Jacareí,BR,Brazil,São Paulo,Jacareí,America/Sao_Paulo,-23.30500,-45.97000
7FDFD,Ipatinga,BR,Brazil,Minas Gerais,Ipatinga,America/Sao_Paulo,-19.48100,-42.52000
867F3,Hortolândia,BR,Brazil,São Paulo,Hortolândia,America/Sao_Paulo,-22.85800,-47.22100
40F7A,Cabo Frio,BR,Brazil,Rio de Janeiro,Cabo Frio,America/Sao_Paulo,-22.87889,-42.01889
87625,Novo Hamburgo,BR,Brazil,Rio Grande do Sul,Novo Hamburgo,America/Sao_Paulo,-29.67778,-51.13083
ED1C9,Presidente Prudente,BR,Brazil,São Paulo,Presidente Prudente,America/Sao_Paulo,-22.12300,-51.38700
DF350,Viamão,BR,Brazil,Rio Grande do Sul,Viamão,America/Sao_Paulo,-30.08083,-51.02278
1FE51,São Leopoldo,BR,Brazil,Rio Grande do Sul,São Leopoldo,America/Sao_Paulo,-29.76000,-51.14695
EEB4F,Luziânia,BR,Brazil,Goiás,Luziânia,America/Sao_Paulo,-16.25278,-47.95000
62884,Lauro de Freitas,BR,Brazil,Bahia,Lauro de Freitas,America/Bahia,-12.89389,-38.32695
8335B,Criciúma,BR,Brazil,Santa Catarina,Criciúma,America/Sao_Paulo,-28.67750,-49.36972
4AB89,Cabo de Santo Agostinho,BR,Brazil,Pernambuco,Cabo de Santo Agostinho,America/Recife,-8.29000,-35.03800
65778,Sinop,BR,Brazil,Mato Grosso,Sinop,America/Cuiaba,-11.86389,-55.50389
E920F,Sobral,BR,Brazil,Ceará,Sobral,America/Fortaleza,-3.68800,-40.34900
CC002,Araraquara,BR,Brazil,São Paulo,Araraquara,America/Sao_Paulo,-21.79444,-48.17556
E0943,Guarapuava,BR,Brazil,Paraná,Guarapuava,America/Sao_Paulo,-25.39500,-51.45778
54B4A,Nova Friburgo,BR,Brazil,Rio de Janeiro,Nova Friburgo,America/Sao_Paulo,-22.28194,-42.53083
CEF61,Maricá,BR,Brazil,Rio de Janeiro,Niterói,America/Sao_Paulo,-22.91700,-42.82000
3F006,Bragança Paulista,BR,Brazil,São Paulo,Bragança Paulista,America/Sao_Paulo,-22.95700,-46.54200
5D177,Passo Fundo,BR,Brazil,Rio Grande do Sul,Passo Fundo,America/Sao_Paulo,-28.26278,-52.40694
9847E,Rio Grande,BR,Brazil,Rio Grande do Sul,Rio Grande,America/Sao_Paulo,-32.03500,-52.09889
B1030,Castanhal,BR,Brazil,Pará,Castanhal,America/Belem,-1.29389,-47.92639
256C1,Itabuna,BR,Brazil,Bahia,Itabuna,America/Bahia,-14.78583,-39.28000
E02B5,Araçatuba,BR,Brazil,São Paulo,Araçatuba,America/Sao_Paulo,-21.20500,-50.43900
C34AC,Timon,BR,Brazil,Maranhão,Timon,America/Fortaleza,-5.09389,-42.83695
EF375,Ilhéus,BR,Brazil,Bahia,Ilhéus,America/Bahia,-14.78889,-39.04889
2E45C,Cachoeiro de Itapemirim,BR,Brazil,Espírito Santo,Cachoeiro de Itapemirim,America/Sao_Paulo,-20.84889,-41.11278
AF429,Linhares,BR,Brazil,Espírito Santo,Linhares,America/Sao_Paulo,-19.39083,-40.07195
31CBE,Ferraz de Vasconcelos,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.54083,-46.36861
DB2EF,Jaraguá do Sul,BR,Brazil,Santa Catarina,Jaraguá do Sul,America/Sao_Paulo,-26.48583,-49.06694
80F81,Alvorada,BR,Brazil,Rio Grande do Sul,Alvorada,America/Sao_Paulo,-29.99000,-51.08389
C45FE,Nossa Senhora do Socorro,BR,Brazil,Sergipe,Nossa Senhora do Socorro,America/Maceio,-10.85500,-37.12583
68C8B,Valparaíso de Goiás,BR,Brazil,Goiás,Valparaíso de Goiás,America/Sao_Paulo,-16.06583,-47.97889
945E2,Araguaína,BR,Brazil,Tocantins,Araguaína,America/Araguaina,-7.19083,-48.20694
E572D,Angra dos Reis,BR,Brazil,Rio de Janeiro,Angra dos Reis,America/Sao_Paulo,-23.00695,-44.31778
84A56,Barra Mansa,BR,Brazil,Rio de Janeiro,Barra Mansa,America/Sao_Paulo,-22.54389,-44.17083
2727D,Porto Seguro,BR,Brazil,Bahia,Porto Seguro,America/Bahia,-16.45000,-39.06500
29B24,Mesquita,BR,Brazil,Rio de Janeiro,Mesquita,America/Sao_Paulo,-22.78194,-43.42889
B6F4C,Teresópolis,BR,Brazil,Rio de Janeiro,Teresópolis,America/Sao_Paulo,-22.41195,-42.96583
B9565,Francisco Morato,BR,Brazil,São Paulo,Francisco Morato,America/Sao_Paulo,-23.27600,-46.73300
E8803,Abaetetuba,BR,Brazil,Pará,Abaetetuba,America/Belem,-1.71778,-48.88278
7F3D7,Senador Canedo,BR,Brazil,Goiás,Senador Canedo,America/Sao_Paulo,-16.70778,-49.09278
4D66F,Parnaíba,BR,Brazil,Piauí,Parnaíba,America/Fortaleza,-2.90500,-41.77694
48207,Itu,BR,Brazil,São Paulo,Itu,America/Sao_Paulo,-23.26417,-47.29917
C223F,Barreiras,BR,Brazil,Bahia,Barreiras,America/Bahia,-12.14500,-45.00400
EBB10,Patos de Minas,BR,Brazil,Minas Gerais,Patos de Minas,America/Sao_Paulo,-18.59300,-46.51600
24DC5,Lages,BR,Brazil,Santa Catarina,Lages,America/Sao_Paulo,-27.81583,-50.32583
3E978,Jequié,BR,Brazil,Bahia,Jequié,America/Bahia,-13.85778,-40.08389
46943,São Caetano do Sul,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.61500,-46.57200
41392,Pindamonhangaba,BR,Brazil,São Paulo,Pindamonhangaba,America/Sao_Paulo,-22.92389,-45.46167
75A3B,Rio das Ostras,BR,Brazil,Rio de Janeiro,Rio das Ostras,America/Sao_Paulo,-22.52695,-41.94500
1BBA1,Poços de Caldas,BR,Brazil,Minas Gerais,Poços de Caldas,America/Sao_Paulo,-21.78700,-46.56600
5FB45,Atibaia,BR,Brazil,São Paulo,Atibaia,America/Sao_Paulo,-23.11600,-46.55500
B0FE7,Pouso Alegre,BR,Brazil,Minas Gerais,Pouso Alegre,America/Sao_Paulo,-22.23000,-45.93639
8CE9B,Itapecerica da Serra,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.71694,-46.84917
E1ADE,Santana de Parnaíba,BR,Brazil,São Paulo,Santana de Parnaíba,America/Sao_Paulo,-23.44900,-46.92200
6D661,Itapetininga,BR,Brazil,São Paulo,Itapetininga,America/Sao_Paulo,-23.59167,-48.05306
95CB7,Caxias,BR,Brazil,Maranhão,Caxias,America/Fortaleza,-4.85889,-43.35584
90EC,Fazenda Rio Grande,BR,Brazil,Paraná,Fazenda Rio Grande,America/Sao_Paulo,-25.65778,-49.30778
A83CC,Alagoinhas,BR,Brazil,Bahia,Alagoinhas,America/Bahia,-12.13400,-38.42300
4B2F5,Araucária,BR,Brazil,Paraná,Araucária,America/Sao_Paulo,-25.59278,-49.41000
37F56,Mogi Guaçu,BR,Brazil,São Paulo,Mogi Guaçu,America/Sao_Paulo,-22.36600,-46.94400
6CDAE,Santa Rita,BR,Brazil,Paraíba,Santa Rita,America/Fortaleza,-7.11389,-34.97778
8EF72,Brusque,BR,Brazil,Santa Catarina,Brusque,America/Sao_Paulo,-27.09778,-48.91778
C9D42,Toledo,BR,Brazil,Paraná,Toledo,America/Sao_Paulo,-24.71389,-53.74278
16F16,Paço do Lumiar,BR,Brazil,Maranhão,Paço do Lumiar,America/Fortaleza,-2.53195,-44.10778
1AB9D,Nilópolis,BR,Brazil,Rio de Janeiro,Nilópolis,America/Sao_Paulo,-22.80778,-43.41389
2D34,Vitória de Santo Antão,BR,Brazil,Pernambuco,Vitória de Santo Antão,America/Recife,-8.12639,-35.30750
708E,Varginha,BR,Brazil,Minas Gerais,Varginha,America/Sao_Paulo,-21.55700,-45.43200
375DD,Teófilo Otoni,BR,Brazil,Minas Gerais,Teófilo Otoni,America/Sao_Paulo,-17.86300,-41.51000
8F089,Paranaguá,BR,Brazil,Paraná,Paranaguá,America/Sao_Paulo,-25.52083,-48.50945
4D916,Cametá,BR,Brazil,Pará,Cametá,America/Belem,-2.24389,-49.49583
2CDBC,Três Lagoas,BR,Brazil,Mato Grosso do Sul,Três Lagoas,America/Campo_Grande,-20.78900,-51.71000
893AD,Camaragibe,BR,Brazil,Pernambuco,Camaragibe,America/Recife,-8.02194,-34.98084
88DC,Queimados,BR,Brazil,Rio de Janeiro,Queimados,America/Sao_Paulo,-22.71583,-43.55500
D11D3,Botucatu,BR,Brazil,São Paulo,Botucatu,America/Sao_Paulo,-22.88583,-48.44500
40B1,Teixeira de Freitas,BR,Brazil,Bahia,Teixeira de Freitas,America/Bahia,-17.53500,-39.74194
99F5D,Garanhuns,BR,Brazil,Pernambuco,Garanhuns,America/Recife,-8.89028,-36.49278
C95C1,Campo Largo,BR,Brazil,Paraná,Campo Largo,America/Sao_Paulo,-25.45889,-49.52778
569C1,Trindade,BR,Brazil,Goiás,Trindade,America/Sao_Paulo,-16.64889,-49.48889
2F258,Balneário Camboriú,BR,Brazil,Santa Catarina,Balneário Camboriú,America/Sao_Paulo,-26.99083,-48.63500
36D1D,Franco da Rocha,BR,Brazil,São Paulo,Franco da Rocha,America/Sao_Paulo,-23.32167,-46.72694
937C4,Cachoeirinha,BR,Brazil,Rio Grande do Sul,Cachoeirinha,America/Sao_Paulo,-29.95083,-51.09389
BD5E7,Caraguatatuba,BR,Brazil,São Paulo,Caraguatatuba,America/Sao_Paulo,-23.62028,-45.41306
1A01F,Salto,BR,Brazil,São Paulo,Salto,America/Sao_Paulo,-23.20083,-47.28694
BF6EB,Crato,BR,Brazil,Ceará,Crato,America/Fortaleza,-7.23200,-39.40800
F4155,Santa Cruz do Sul,BR,Brazil,Rio Grande do Sul,Santa Cruz do Sul,America/Sao_Paulo,-29.71778,-52.42584
DEA63,Ji-Paraná,BR,Brazil,Rondônia,Ji-Paraná,America/Porto_Velho,-10.88528,-61.95167
5ABCE,Conselheiro Lafaiete,BR,Brazil,Minas Gerais,Conselheiro Lafaiete,America/Sao_Paulo,-20.66028,-43.78611
21E5,Araruama,BR,Brazil,Rio de Janeiro,Araruama,America/Sao_Paulo,-22.87278,-42.34278
4A9EC,Itapipoca,BR,Brazil,Ceará,Itapipoca,America/Fortaleza,-3.49389,-39.57889
B7F95,Resende,BR,Brazil,Rio de Janeiro,Resende,America/Sao_Paulo,-22.46889,-44.44695
2130A,Guarapari,BR,Brazil,Espírito Santo,Guarapari,America/Sao_Paulo,-20.65778,-40.51083
83182,Apucarana,BR,Brazil,Paraná,Apucarana,America/Sao_Paulo,-23.55083,-51.46083
1B120,Araras,BR,Brazil,São Paulo,Araras,America/Sao_Paulo,-22.35694,-47.38417
42687,Barcarena,BR,Brazil,Pará,Barcarena,America/Belem,-1.50583,-48.62583
8A103,Itaituba,BR,Brazil,Pará,Itaituba,America/Santarem,-4.27583,-55.98389
3CA5F,Sapucaia do Sul,BR,Brazil,Rio Grande do Sul,Canoas,America/Sao_Paulo,-29.82500,-51.15200
CA073,Vespasiano,BR,Brazil,Minas Gerais,Vespasiano,America/Sao_Paulo,-19.69300,-43.92000
844DB,Altamira,BR,Brazil,Pará,Altamira,America/Santarem,-3.20278,-52.20583
396A4,São Mateus,BR,Brazil,Espírito Santo,São Mateus,America/Sao_Paulo,-18.71583,-39.85889
3BC4F,Votorantim,BR,Brazil,São Paulo,Votorantim,America/Sao_Paulo,-23.54200,-47.45000
7B287,Valinhos,BR,Brazil,São Paulo,Campinas,America/Sao_Paulo,-22.97056,-46.99583
4921,Pinhais,BR,Brazil,Paraná,Curitiba,America/Sao_Paulo,-25.44200,-49.19900
701B6,Bragança,BR,Brazil,Pará,Bragança,America/Belem,-1.05400,-46.76600
4E2BC,Sertãozinho,BR,Brazil,São Paulo,Sertãozinho,America/Sao_Paulo,-21.13700,-47.99100
F1D2B,Barbacena,BR,Brazil,Minas Gerais,Barbacena,America/Sao_Paulo,-21.22500,-43.77600
23749,Colatina,BR,Brazil,Espírito Santo,Colatina,America/Sao_Paulo,-19.53889,-40.63083
A0A9C,Tatuí,BR,Brazil,São Paulo,Tatuí,America/Sao_Paulo,-23.34900,-47.84900
74CE1,Bento Gonçalves,BR,Brazil,Rio Grande do Sul,Bento Gonçalves,America/Sao_Paulo,-29.16700,-51.51600
7806B,Itatiba,BR,Brazil,São Paulo,Itatiba,America/Sao_Paulo,-23.00583,-46.83889
82EAC,Sarandi,BR,Brazil,Paraná,Sarandi,America/Sao_Paulo,-23.44300,-51.87400
340E1,Barretos,BR,Brazil,São Paulo,Barretos,America/Sao_Paulo,-20.55800,-48.56700
23E77,Piraquara,BR,Brazil,Paraná,Piraquara,America/Sao_Paulo,-25.44194,-49.06278
C07DC,Araguari,BR,Brazil,Minas Gerais,Araguari,America/Sao_Paulo,-18.64722,-48.18722
6F538,Jandira,BR,Brazil,São Paulo,São Paulo,America/Sao_Paulo,-23.52750,-46.90250
6D9C9,Itaguaí,BR,Brazil,Rio de Janeiro,Itaguaí,America/Sao_Paulo,-22.85194,-43.77500
D0C5A,Almirante Tamandaré,BR,Brazil,Paraná,Almirante Tamandaré,America/Sao_Paulo,-25.32500,-49.31000
76414,Sorriso,BR,Brazil,Mato Grosso,Sorriso,America/Cuiaba,-12.55200,-55.72600
91EAE,Birigui,BR,Brazil,São Paulo,Birigui,America/Sao_Paulo,-21.28861,-50.34000
9796C,Bagé,BR,Brazil,Rio Grande do Sul,Bagé,America/Sao_Paulo,-31.33083,-54.10695
